Gene ID	Gene Name	g1.WithInSampleAbundance	g7.WithInSampleAbundance	g6.WithInSampleAbundance	g10.WithInSampleAbundance	g5.WithInSampleAbundance	g3.WithInSampleAbundance	g8.WithInSampleAbundance	g9.WithInSampleAbundance	g2.WithInSampleAbundance	g4.WithInSampleAbundance
ORC5		0	0	145	0	0	0	356	263	0	0
ORM1		84112	363158	185920	635617	166968	268954	59580	90612	560196	184677
ORM2		44505	99873	100353	372186	179426	208197	127348	80962	222201	46922
ORMDL3		7169	10089	7166	10205	6473	20714	5395	8180	9743	18519
OS9		405	0	640	0	0	2482	3534	1842	0	0
OSBP		3045	1822	4268	2042	2267	3802	4134	4671	1567	3135
OSBPL10		0	0	0	0	1634	419	207	143	0	0
OSBPL11		911	719	184	199	2071	1194	261	440	0	0
OSBPL1A		186	470	293	1708	1517	1204	1048	2437	460	163
OSBPL2		1383	950	1113	1396	1837	3379	3383	7694	1212	657
OSBPL5		136	0	430	0	0	414	476	295	0	298
OSBPL8		761	498	973	1449	906	1295	1360	1024	1056	598
OSBPL9		1061	693	1080	1478	876	798	1101	1145	993	1127
OSCP1		0	0	391	0	153	0	911	986	0	126
OSGEP		8023	13060	13447	2564	7635	7526	18494	6151	9178	8298
OSTC		55153	25865	38503	63862	37263	57885	30803	30011	42330	41766
OSTF1		37356	22478	23965	27016	35954	36960	30791	20955	34031	17119
OTUB1		67393	65420	89527	31288	54472	68844	77872	64578	60940	55998
OTUD4		705	164	449	0	360	254	435	203	574	324
OTUD6B		3289	1259	2443	1955	2168	2049	2159	4939	3226	1419
OTUD7B		0	0	270	0	128	103	385	265	0	236
OTULIN		6076	0	1752	65	2678	5266	2707	1868	0	0
OTULINL		2170	2352	2517	0	2604	4006	1507	1181	0	2339
OVCA2		15130	13354	13617	11395	12685	17842	21239	13618	7962	12452
OXA1L		10214	244	1665	327	8369	10430	6927	2438	0	5931
OXCT1		5051	7024	8282	10082	7285	6054	9539	6603	4182	5032
OXR1		954	495	595	248	1144	665	1406	788	412	610
OXSM		2647	1766	97	0	2866	842	3144	3114	0	4598
OXSR1		7075	13456	8332	9204	11535	7709	9071	16793	9497	21176
P2RX4		2580	4635	6960	3226	2170	4234	30517	6937	3453	3501
P2RX7		0	0	44	257	0	890	365	2419	0	2251
P3H1		4319	5207	6916	3049	4164	5772	4759	2412	10368	15296
P3H3		1147	2433	3422	1225	1872	2690	1893	2281	3117	6382
P3H4		823	1285	3166	1111	1378	3672	1859	2135	5880	3829
P4HA1		9292	5102	5969	3325	5415	5931	5679	8806	5281	12603
P4HA2		7706	6386	5600	4779	4609	6085	3968	4225	7787	9223
P4HB		157527	151301	192681	43062	41650	252981	178666	126173	161411	217579
P4HTM		0	0	0	0	0	0	0	1253	0	0
PA2G4		40542	25954	32120	20831	36459	44783	46971	43339	54248	28140
PAAF1		5703	3042	4676	646	5152	6550	6060	4511	2267	4429
PABPC1		44500	38507	38408	26997	29370	35250	35506	42076	34375	52416
PABPC4		11851	7575	7611	5844	5917	8928	6244	12814	6635	12901
PABPN1		23422	13651	17509	7174	23594	17181	15264	15297	32459	27021
PACS1		2605	1258	3600	1238	2637	3144	3728	2533	6071	5265
PACS2		108	0	136	0	0	0	280	266	0	155
PACSIN2		9781	6349	9759	6487	8747	9541	10849	5207	11670	4067
PACSIN3		1577	3112	3337	3549	2627	2684	2310	3852	3034	3202
PADI2		14078	2820	5709	7111	4578	24300	4119	993	6665	2997
PADI3		0	0	0	0	892	0	0	202	0	0
PAF1		0	0	0	1463	0	0	0	193	0	0
PAFAH1B1		12511	8522	12636	14695	15006	11088	39901	16087	38851	9003
PAFAH1B2		31001	55042	52144	46975	57867	35865	130511	95939	38480	60070
PAFAH1B3		54479	111595	110587	45699	82285	75206	276175	195111	104454	159688
PAFAH2		791	1212	5773	0	0	1639	2871	4404	2182	765
PAICS		21266	29623	22457	8287	22186	31448	38673	50016	30808	32798
PAIP1		10219	10796	10727	7250	10465	10505	11227	11663	16804	12774
PAK1		2257	2155	1744	703	1622	2050	4916	1762	1723	1730
PAK2		6372	4094	4549	2784	5572	5527	3486	4129	4951	3693
PAK4		984	1016	1283	1000	1010	1871	2635	1957	804	2200
PALD1		583	399	709	741	904	805	2579	404	729	928
PALLD		9366	12601	23048	7332	14967	10756	12765	8878	20669	29278
PALM		759	2779	4644	5436	3426	2069	963	2973	4496	1835
PALMD		0	2773	0	1105	1997	238	0	154	700	7130
PALS1		668	335	1280	0	0	174	1544	1089	880	168
PALS2		1081	0	638	2582	1125	718	200	0	853	387
PAM		0	1265	246	423	153	0	0	0	0	0
PAM16		1920	4369	3983	0	2228	719	11568	5181	0	4389
PAMR1		0	1280	1446	1418	1648	883	891	0	6719	0
PANK2		439	0	0	0	0	0	289	209	594	460
PANK4		822	794	1194	741	1018	1070	722	1219	651	2459
PAPLN		189	109	155	0	650	152	0	24	383	0
PAPOLA		1717	1380	1929	0	2364	1250	1550	1568	1720	1766
PAPSS1		7254	4272	10296	3780	4076	7608	10058	4233	8958	10086
PAPSS2		4601	5029	3239	2254	5557	5291	3674	8364	4347	13348
PARD3		262	0	143	73	236	125	536	298	110	0
PARD6B		0	2620	5376	0	3773	1911	25606	11904	3395	2684
PARG		604	0	256	0	478	144	327	402	0	221
PARK7		314704	408994	515373	232248	583321	454647	757208	350333	478621	62523
PARL		283	0	0	0	0	0	1195	988	0	447
PARN		930	274	630	0	699	698	741	1102	0	873
PARP1		25658	12734	13800	6832	7988	11681	9961	11105	14195	16132
PARP10		3137	1055	2077	1269	2140	1593	2451	4131	1891	3365
PARP12		4585	976	2024	1536	2443	2517	3487	1632	1179	2132
PARP14		1723	563	616	279	449	819	426	599	999	1023
PARP2		181	0	0	0	0	0	0	0	0	0
PARP4		1374	855	1224	561	1480	1002	2132	1069	1051	1077
PARP9		3930	2456	3213	689	1748	2416	3214	3307	1899	4270
PARS2		769	182	624	83	646	663	1571	1277	321	4861
PARVA		2768	5479	4680	6468	6846	3479	2941	2270	9501	3408
PARVB		1575	0	0	668	1514	1398	0	85	0	1424
PARVG		3437	688	1160	0	0	1379	1838	793	0	3636
PATL1		1365	134	298	0	1257	441	681	611	248	535
PAWR		0	1414	1938	234	2463	0	1146	1337	0	1505
PAXBP1		249	0	280	0	250	89	320	310	0	528
PAXIP1		0	0	0	0	0	0	451	426	0	0
PAXX		15636	20187	20364	11871	15308	14999	16912	17061	20010	16395
PBDC1		9281	10498	7861	6274	9415	13188	7162	6728	8687	7375
PBLD		93	1229	958	297	1066	1934	3222	3864	1843	443
PBRM1		454	581	765	143	384	456	467	601	766	693
PBX1		0	0	0	0	679	0	628	417	0	0
PBXIP1		2324	2448	2101	3413	1694	2836	1259	1734	1479	2853
PC		4002	3905	6078	8737	3628	2991	7367	3536	5461	3177
PCBD1		61509	132720	144163	40039	70008	58542	89029	163541	32185	70823
PCBD2		0	6796	14185	0	8189	2518	9875	3317	0	2586
PCBP1		154066	135727	116794	76306	116507	113846	133125	122099	122917	114054
PCBP2		97404	84968	112320	31061	47034	69152	92405	83347	87722	113531
PCBP3		11346	10938	9947	7447	7751	5957	4967	7031	17137	6400
PCCA		3428	5383	4337	6560	5982	5677	6481	2882	4588	4143
PCCB		3776	11308	5385	4309	33227	19038	7099	2374	3294	1945
PCDH1		886	1232	1155	478	1498	1666	1390	701	483	204
PCDH19		0	0	274	0	0	970	813	381	0	239
PCF11		76	606	36	0	2345	76	374	1109	0	864
PCID2		2674	2099	3876	1399	3907	2359	6193	3163	4040	2418
PCIF1		2502	1837	2207	80	3208	2336	2268	1227	2042	1121
PCK1		0	0	0	1720	0	0	0	1514	0	0
PCK2		12436	12717	12311	10714	4051	8811	22889	32130	5218	12538
PCM1		214	788	272	180	149	122	238	490	145	136
PCMT1		53752	47923	53052	63265	71692	54510	66857	56208	68330	55817
PCMTD1		3215	6794	6109	10572	5520	2781	4221	26511	5053	12447
PCNA		102382	36673	84928	15035	42307	58901	184673	73224	95093	54127
PCNP		27845	24411	19259	6539	11003	11687	8923	16262	10050	23134
PCNT		24	0	37	0	0	0	86	50	0	40
PCOLCE		23529	61735	58806	66646	59115	47714	44405	21582	139124	64905
PCSK1		0	0	0	0	0	0	0	189	0	0
PCTP		0	0	2715	0	4999	0	53313	0	0	8706
PCYOX1		20705	34864	38068	35375	30405	24764	32370	23365	29318	21137
PCYOX1L		1611	451	2293	545	3805	2572	2203	2484	1725	1012
PCYT1A		9350	5266	7851	8588	7251	9861	9183	8291	7440	10086
PCYT2		3603	5014	6548	4020	4137	4349	6016	4963	5276	5670
PDAP1		5417	10499	7947	7345	8855	7474	7601	12352	4075	21168
PDCD10		29614	22046	34826	15628	21663	20663	35966	23869	28226	17463
PDCD11		921	301	500	331	388	393	410	655	316	868
PDCD2L		5495	384	2085	0	2236	4619	4425	3264	0	3981
PDCD4		20118	47316	28441	12560	23150	12789	4915	34401	30903	9132
PDCD5		20162	24189	27859	25194	23377	14839	26659	25783	13829	22386
PDCD6		41291	46941	59235	30466	56125	46531	70234	47206	46165	41514
PDCD6IP		15846	25810	21946	17399	24128	21612	12659	27234	20352	24376
PDCL		3257	2784	2974	1752	986	2219	3906	4273	2116	3987
PDCL3		2694	4148	3143	0	3693	5899	3391	2739	0	4290
PDE12		3298	2456	4972	2360	3590	2940	8726	7244	3814	5441
PDE4DIP		524	57	487	0	0	61	186	233	0	531
PDE5A		0	0	386	0	923	0	0	2566	2661	0
PDE6D		7203	5480	8352	2016	9625	7476	7088	4927	7718	3394
PDF		676	0	0	0	0	0	28009	8600	0	0
PDGFRB		1131	2318	3372	2561	5957	1847	2105	2081	4270	6166
PDGFRL		0	810	1279	0	1828	304	1661	361	1313	2251
PDHA1		24535	27337	20659	33909	23432	17589	24905	25289	25324	36972
PDHB		26144	28069	27051	35826	27148	20035	30887	29212	27221	44705
PDHX		4961	6476	4451	4821	5967	2886	11366	6040	6122	4860
PDIA3		128597	138007	166505	68358	112448	206121	150651	123650	112343	196184
PDIA4		40429	26806	37445	22561	20698	51033	25314	31038	23022	45031
PDIA5		11304	12742	14680	7428	8657	11794	5592	6443	12899	19708
PDIA6		146345	54871	82149	57145	63814	124372	64625	71135	57009	41836
PDK1		2148	950	1052	659	979	2167	780	1788	0	2127
PDK2		773	205	1196	514	271	509	3724	2054	0	916
PDK3		4713	4369	3677	1179	4016	2820	5511	3538	4738	5373
PDLIM1		25308	42418	43105	20892	44614	50977	13656	12975	27494	22709
PDLIM2		8534	13669	13928	8461	10132	8766	5009	10492	11515	26380
PDLIM3		4520	8137	12193	4192	10059	11768	5110	5233	8571	30324
PDLIM4		10849	18042	30743	19795	28190	14774	13247	12973	23688	34256
PDLIM5		25967	39526	52146	16263	33264	34089	65774	39338	40817	43122
PDLIM7		20091	32425	35726	22482	30468	24388	14404	11638	49088	38495
PDP1		3530	3309	4066	2800	4626	3866	8238	2287	3864	4731
PDPK1		1556	948	1146	77	400	872	2265	1962	568	1466
PDPR		2777	1537	1734	2087	2372	2314	6164	1909	2565	1421
PDRG1		489	350	1273	0	743	0	0	511	0	0
PDS5A		765	556	673	285	536	613	665	773	785	515
PDS5B		733	349	302	134	362	335	230	633	201	794
PDXDC1		9814	12163	15165	1324	5884	20699	16474	17938	7157	14810
PDXK		23172	25513	48513	42725	44068	36878	33194	19161	35419	22930
PDXP		4965	3827	3823	4003	5429	4232	5679	6334	4290	4086
PDZD11		0	0	2399	0	1657	1374	2773	2156	0	1495
PDZD8		0	0	0	0	69	0	433	148	0	79
PDZK1		0	0	638	0	422	0	147	5593	0	0
PEA15		21959	31035	34674	30368	32852	30760	35816	30348	34798	21957
PEAK1		0	0	52	42	0	126	54	51	0	224
PEBP1		143860	264147	344920	194949	374644	201555	459204	312764	270818	133212
PECAM1		3850	4289	2573	4227	3222	3380	1267	1328	9494	3905
PECR		2574	4148	2771	5758	1619	0	825	1818	0	3687
PEF1		8120	9418	11536	4652	8689	7285	14643	16215	14816	5280
PELO		1475	2051	1507	506	2463	720	2038	2269	818	4367
PELP1		2437	1207	1850	2631	3268	2448	1838	2173	1173	1877
PEPD		34494	19754	26955	31930	26757	33486	22367	16117	26858	20214
PES1		2661	1266	1207	887	1065	1409	1835	2694	413	3267
PEX1		212	0	394	0	141	737	764	913	0	1061
PEX10		0	0	392	0	0	226	1563	1033	0	200
PEX11B		4894	8197	5279	5582	2560	7691	7793	5009	4737	20199
PEX11G		0	844	1000	0	314	930	7262	6896	0	864
PEX14		2293	3674	1493	3396	2720	3739	3919	4526	2006	18172
PEX16		2582	2090	1611	2302	0	5138	3320	2057	1853	1843
PEX19		1865	5604	5851	2957	4974	3109	3526	8089	0	9686
PEX26		0	0	136	0	0	0	1844	1467	0	197
PEX3		3575	2205	1229	0	388	1919	2094	1776	0	2512
PEX5		2981	2852	1799	1213	295	3708	3871	3184	0	5920
PEX6		0	0	188	0	165	515	815	611	0	217
PF4		0	0	0	0	0	0	0	0	0	0
PFAS		2416	2817	3071	2211	3285	2964	4432	3580	4016	2576
PFDN1		22096	25693	40682	17181	35593	35140	28550	17214	23591	18758
PFDN2		16064	17206	29032	17205	29124	23243	44666	22981	9890	22395
PFDN4		17593	11369	19239	11938	16070	19934	23759	11405	12093	6020
PFDN5		17258	20797	20966	20016	17396	24180	18214	13561	25006	14462
PFDN6		6438	10321	16173	6946	10654	6839	15199	7472	5782	9559
PFKFB2		3619	2522	1595	979	1980	2326	434	2162	4284	3062
PFKFB3		507	527	187	0	0	0	1222	529	0	92
PFKFB4		0	0	0	0	0	0	510	386	0	0
PFKL		13136	10531	11172	9254	9545	13765	12967	10781	12869	7501
PFKM		4199	4316	4978	1562	4909	2547	4675	7055	5382	3555
PFKP		9946	3465	2765	4393	4064	7723	1698	1739	5338	3347
PFN1		879072	1416361	1041891	732825	1044519	1037938	563688	1105301	552512	2392056
PFN2		87424	81471	102029	76946	98856	108055	165533	17359	83263	52797
PGAM1		239221	169137	190493	162525	195312	181910	258334	190371	115987	258335
PGAM5		9077	8693	8187	7818	6880	13357	9256	12549	8994	8102
PGC		0	0	0	0	7656	0	0	0	0	0
PGD		68362	54976	54980	67661	37301	52883	47047	79320	64694	65530
PGGHG		111	0	65	0	0	272	2192	0	0	0
PGGT1B		4501	3655	3404	2755	3352	3566	6200	4028	3699	4155
PGK1		157237	119837	114792	82447	119358	131683	142363	117166	122895	259865
PGK2		5867	1424	3859	2760	3780	5091	4839	3781	6685	0
PGLS		88798	143053	133208	99646	118815	110326	185591	173217	104103	139110
PGLYRP2		6915	22802	15066	36058	13637	16063	9347	13552	42569	14748
PGM1		19832	24138	29905	47125	23833	33056	17726	25571	28056	29158
PGM2		13610	25713	29336	17770	30080	24253	22096	22170	23900	21285
PGM2L1		4468	4516	2136	876	1483	1085	1418	991	2017	3349
PGM3		6220	7416	7960	4286	5021	8628	8624	9051	8904	11712
PGM5		2087	8009	5421	5347	6449	4449	6053	8459	11646	931
PGP		22744	22190	18388	18971	17468	18510	28624	42460	27600	22131
PGPEP1		0	371	0	0	1522	1084	2820	1535	0	2494
PGR		0	1735	1341	0	1405	0	0	1432	929	1276
PGRMC1		70333	127318	81266	125356	108920	94192	47877	48198	115066	98473
PGRMC2		40922	50407	58353	79431	57847	59907	72892	61278	71773	35818
PGS1		1920	0	2152	992	2219	3215	3205	1124	0	0
PHACTR4		180	181	462	0	443	0	768	767	0	546
PHAF1		348	0	1363	0	1539	390	5413	972	931	1875
PHAX		0	0	403	98	0	0	1048	1181	0	1253
PHB1		127812	99895	120383	63504	90512	89857	142648	116889	104483	64696
PHB2		77187	59054	67779	37448	59964	58367	109998	78342	64874	52221
PHC2		358	512	650	256	705	414	264	496	0	960
PHC3		431	0	685	0	996	414	946	1048	0	0
PHF1		792	478	747	76	861	961	1171	445	824	1111
PHF14		181	0	0	155	0	100	0	285	0	310
PHF2		124	0	182	0	228	332	167	492	0	0
PHF5A		37235	24964	21228	10420	38662	32789	21090	20219	18382	18653
PHGDH		48073	17649	18280	43966	29014	15798	24125	6172	17278	5275
PHIP		128	0	51	0	0	50	114	106	0	29
PHKA1		0	0	112	0	131	125	1421	883	0	0
PHKA2		356	100	737	421	454	370	706	1075	317	1993
PHKB		719	569	1114	49	559	910	1582	1422	569	875
PHKG2		3813	2160	2625	0	2851	3716	6227	7314	3577	1390
PHLDA2		0	0	611	0	0	6700	310	1863	0	0
PHLDA3		0	0	2680	1337	0	257	1726	1468	0	0
PHLDB1		489	1164	1321	1396	687	488	609	885	644	1600
PHPT1		5027	21662	63217	8962	82405	29116	57836	36161	5078	16399
PHYH		145	0	0	0	0	0	2819	2354	0	3566
PHYHD1		1545	12516	7995	5282	18573	3716	6466	14889	15197	7408
PHYKPL		4442	2296	2935	4579	4469	3455	3242	3912	5283	621
PI15		0	0	0	0	1803	0	1889	0	0	0
PI16		0	0	0	2262	0	2972	0	0	0	0
PI4K2A		3150	299	635	0	1027	0	2400	4539	0	5554
PI4K2B		0	0	0	0	0	98	125	147	0	0
PI4KA		463	388	608	649	332	474	328	373	577	306
PI4KB		0	0	60	0	0	0	93	349	0	305
PIAS4		116	0	0	0	0	0	348	177	0	0
PICALM		7061	6646	6974	7343	8056	11164	4819	5399	8907	10606
PICK1		406	324	789	0	337	868	890	1313	0	205
PIEZO1		55	0	74	113	0	333	192	145	0	208
PIGG		0	0	0	0	192	464	1068	269	0	0
PIGK		3388	2110	2531	2663	1890	4039	3350	2970	3523	1548
PIGN		0	0	16	0	0	0	0	74	0	808
PIGO		348	0	511	0	389	807	585	717	0	263
PIGQ		0	0	76	0	76	66	437	1397	0	0
PIGR		3523	10033	38327	57463	41247	723	185	260	83809	5333
PIGS		2280	1035	2644	831	1223	2080	3291	2299	2542	5248
PIGT		5443	2982	5212	4602	4161	6778	6685	3549	5201	2348
PIGU		2642	829	1683	1390	4527	3454	2194	932	0	2538
PIH1D1		2121	1002	3020	1039	2426	1009	2885	2441	2488	2838
PIK3AP1		2011	0	112	0	366	592	406	116	524	1185
PIK3C2A		0	0	85	0	0	0	115	59	0	0
PIK3C2B		80	0	0	0	68	123	79	0	0	0
PIK3C3		931	593	569	845	5600	919	651	898	343	635
PIK3CA		110	0	18	0	141	86	700	1028	0	528
PIK3CB		148	0	401	0	144	0	293	642	0	0
PIK3CD		802	0	55	0	295	1049	133	168	0	74
PIK3R1		1986	704	834	0	2299	1730	1813	1572	1016	731
PIK3R2		152	0	143	0	314	566	1166	530	0	422
PIK3R4		11244	395	548	636	536	648	747	596	644	577
PIN1		27520	20338	32195	6621	12193	15653	35221	19349	32518	10233
PIN4		13530	3307	5079	1105	6716	2697	3954	4205	730	12261
PIP		23274	1044067	816701	12782	3855453	51011	4828	3078	53597	24507
PIP4K2A		3879	2696	3258	1916	4305	3640	3319	2184	4170	3431
PIP4K2B		1182	634	1337	248	1222	4108	761	633	1077	491
PIP4K2C		8020	5130	8961	4723	6591	10256	10328	14684	10210	5189
PIP4P1		2328	550	2236	1501	2198	2345	7045	2024	1408	1976
PIP4P2		625	0	0	0	503	0	1062	201	0	330
PIP5K1C		793	466	1434	0	1579	1718	3178	1424	487	1769
PIR		0	895	2314	1999	1408	0	1645	2957	0	3717
PISD		1177	182	882	505	790	829	1581	1281	0	0
PITHD1		15276	11193	10992	8457	11668	11746	9352	9890	12739	8729
PITPNA		4526	5358	7013	4867	7596	7226	5184	5522	2638	6500
PITPNB		5931	3838	5408	5286	6424	5233	5923	4814	4519	8513
PITPNM1		441	159	244	0	335	495	108	26	262	369
PITRM1		5391	5811	3762	2883	2507	5062	6181	4010	1140	4227
PKLR		1083	418	826	1473	1196	1431	987	2381	907	623
PKM		917182	665903	1159701	427327	835532	1209985	1496766	765543	997590	826718
PKN1		1303	583	850	533	1065	1427	988	814	884	759
PKN2		534	381	922	200	543	1041	1490	653	574	758
PKP1		2197	639	1261	6760	2084	67	1779	1062	4021	1353
PKP2		357	1919	2179	0	1483	146	1444	1948	2328	1351
PKP3		4603	4198	4594	2542	3332	2786	3065	7178	3212	4755
PKP4		357	1306	1405	89	1504	771	1309	2476	1410	521
PLA2G15		1343	830	1468	0	1913	1112	8092	1399	366	2157
PLA2G2A		0	979	0	833	15782	18598	0	0	0	0
PLA2G4A		356	0	264	84	0	155	97	0	0	152
PLA2G4F		0	0	0	0	0	0	1571	101	0	0
PLAA		5667	5518	7761	6612	4622	5244	2869	6333	6243	6662
PLAT		0	2924	3607	1136	914	1542	5757	787	1583	0
PLAUR		2400	0	0	0	1122	0	6088	129	0	405
PLBD1		2989	1731	2553	1249	2522	2694	3009	2002	882	1592
PLBD2		8562	10389	10772	7783	7759	9675	16044	14560	10245	13363
PLCB2		355	0	319	52	188	355	227	0	0	0
PLCB3		1009	1023	2025	511	772	2405	2658	1728	947	1795
PLCD1		1796	1615	1689	3240	2042	1534	2679	1195	0	572
PLCD3		310	872	2275	591	1671	1394	2209	617	3076	0
PLCD4		0	0	224	0	219	0	453	655	0	0
PLCG1		780	443	708	564	2130	2320	489	438	1338	729
PLCG2		2218	811	837	907	1276	1391	814	617	1162	597
PLCH1		4413	3616	3898	3235	3477	5963	3114	3372	3591	2923
PLCL1		0	0	73	0	63	36	0	0	0	0
PLCXD3		0	0	0	0	0	0	0	0	0	0
PLD2		492	175	708	115	1069	672	956	1247	216	603
PLD3		23683	12500	10936	13501	15916	19164	43924	13134	11361	21966
PLD4		2079	2240	1480	475	0	1387	2425	0	3178	0
PLEC		4796	3138	6221	4556	7636	4796	3558	6773	4684	8282
PLEK		8584	1493	2177	1962	3802	4667	1563	2311	1178	2577
PLEKHA2		1330	56	726	173	1024	948	596	373	666	100
PLEKHA5		26	0	206	0	531	0	166	318	0	366
PLEKHA6		145	515	836	0	1795	583	608	464	422	179
PLEKHA7		56	0	135	0	160	0	170	745	0	0
PLEKHF1		7338	2655	3138	1953	4688	3936	8233	13456	5057	3793
PLEKHF2		7865	7310	10162	3365	8344	11225	11600	9304	10742	8106
PLEKHO2		9100	5060	4990	6599	6645	8026	3684	3426	2004	8987
PLG		13436	34266	21902	35475	29324	23947	6218	7038	38189	17742
PLGRKT		6518	13178	17492	6122	10345	9610	16795	31145	9167	12041
PLIN1		7414	29010	22812	67712	15133	7636	0	13331	12484	0
PLIN2		9589	0	1104	0	0	0	953	20806	30641	4397
PLIN3		21290	25088	41373	15178	33519	37074	52005	41873	34180	27645
PLIN4		2537	9087	6094	48915	3483	3215	0	2153	3238	0
PLIN5		0	0	0	719	0	0	1944	392	0	0
PLOD1		5823	2943	5674	4074	2591	4596	4319	2491	6054	6006
PLOD2		2747	330	1055	1291	703	1352	1560	1073	1375	3491
PLOD3		8684	3389	5889	5016	5340	9243	4615	6750	7155	13361
PLP1		0	0	0	0	0	0	0	0	2127	0
PLP2		29843	39387	23346	41813	30905	29501	14730	56196	13193	57388
PLPBP		28730	22732	32674	28256	38618	25366	68370	29306	34285	20427
PLPP2		2270	0	0	1394	0	0	3025	2859	0	3091
PLPP3		0	787	3156	6936	6093	1779	1445	352	0	5275
PLRG1		2794	2012	4767	367	3511	4367	2409	2910	3165	5139
PLS1		336	603	837	967	1193	15856	1844	2292	0	0
PLS3		12053	28481	26945	27001	19947	15368	8124	23020	16030	106629
PLSCR1		9818	737	2217	10544	0	4100	2140	6984	0	12993
PLSCR3		0	0	817	0	0	0	261	781	5160	3545
PLTP		1729	6033	3832	13781	2450	2070	4194	1479	10818	12020
PLVAP		917	1231	926	1648	1856	1303	609	395	1507	193
PLXDC1		0	0	160	0	0	0	0	299	0	399
PLXDC2		7697	23982	27594	15953	19479	12964	17242	10088	29135	25200
PLXNA1		0	0	40	0	0	0	0	140	0	190
PLXNA3		0	159	0	0	0	456	0	12	0	0
PLXNB1		0	109	251	116	205	0	38	384	0	0
PLXNB2		2139	1832	2583	1408	2494	2672	2329	1884	2783	1273
PLXNC1		532	623	1592	0	186	753	322	193	179	833
PLXND1		661	282	465	0	398	553	85	386	0	305
PMF1		2289	0	1168	0	1381	803	2084	0	2360	0
PML		20651	7456	11851	15573	10491	12070	7137	5771	12652	13008
PMM1		225	0	146	0	0	220	1159	524	0	0
PMM2		10855	12201	10696	6361	9694	15087	15647	17517	13086	9261
PMP2		0	0	0	0	0	0	0	0	0	0
PMPCA		4895	4447	4405	3106	3368	2782	9478	7606	1998	5402
PMPCB		10991	16180	11971	11076	8059	14681	29575	15404	17012	12636
PMVK		15402	27149	25293	11698	18857	20563	15169	19018	12781	21673
PNKD		3589	2205	919	0	2754	3957	894	637	0	2354
PNKP		5660	3935	6093	3499	3927	3971	4217	5998	5584	3195
PNMA1		0	0	55	1257	0	0	174	131	0	0
PNMT		0	0	0	0	0	346934	0	34390	0	0
PNO1		1194	987	484	0	0	0	2334	2676	2005	2950
PNP		20352	13094	10102	16738	13641	11472	27784	6214	12114	8165
PNPLA2		340	2716	472	20021	11246	2526	1588	719	0	3111
PNPLA4		0	797	527	0	1415	3457	6035	4775	0	869
PNPLA6		885	447	820	395	792	791	1448	691	693	202
PNPLA8		842	3034	2502	3792	3620	3887	1113	1175	3986	2548
PNPO		13408	16445	22850	12188	25160	12307	16977	18086	16330	12797
PNPT1		8821	5897	3945	5205	4135	4555	10410	6147	4624	6956
PODN		3862	16442	11446	12375	33857	11595	11984	3786	21400	6197
PODXL		7916	21590	13127	12407	9481	9263	114614	39393	13230	13483
POF1B		206	1143	3431	0	4173	5370	2582	7372	2173	6872
POFUT1		6963	9366	8839	6204	6532	9223	9638	7390	5044	11043
POFUT2		1968	3184	4729	2592	4727	4741	4062	3126	5962	5519
POGLUT1		4829	2622	3583	1943	3644	3540	3246	2770	3148	3940
POGLUT2		344	109	326	0	591	268	648	83	0	434
POGLUT3		3058	2762	4542	4217	4030	3764	3533	3610	6920	3820
POGZ		923	1259	984	966	624	914	803	550	724	995
POLB		385	1421	1881	0	1196	0	3093	756	1996	537
POLD1		14729	24252	50530	17631	36949	33295	29178	132717	28499	28951
POLD2		2073	636	2139	0	1284	1267	1971	2269	0	3426
POLD3		1302	148	145	0	219	261	475	474	0	441
POLDIP2		4116	3395	3958	1922	4104	3906	5177	4364	2510	5187
POLDIP3		3619	1687	1536	639	1951	1811	1614	2236	3562	1626
POLE3		1697	1979	1655	856	1553	1220	2769	2873	0	2992
POLG		386	365	267	0	345	453	816	456	0	394
POLG2		40	149	242	0	0	799	2587	264	0	0
POLI		47	0	229	0	0	0	286	306	0	64
POLR1A		562	0	476	0	278	281	276	294	402	157
POLR1B		194	0	0	0	0	0	46	112	0	119
POLR1C		6685	5190	5701	2236	4674	4838	2821	5258	4585	0
POLR1D		6084	4816	10274	2621	7628	4024	6810	6884	4586	8081
POLR1E		1196	1491	649	0	0	0	376	320	1544	1738
POLR1G		1396	45	651	0	733	242	1190	238	0	203
POLR2A		1939	827	1140	1106	1321	1537	1469	3384	685	1117
POLR2B		3918	2573	2475	1525	2485	3587	4383	1838	4236	2378
POLR2C		2929	1646	2078	575	4469	2476	3410	2804	2879	1522
POLR2E		3685	8032	6377	3259	4776	4262	5713	8159	2583	8785
POLR2G		8883	8125	6814	4040	8736	8022	6890	3985	7489	13457
POLR2H		9432	4665	12496	0	5704	3125	17897	8099	7364	10281
POLR2I		13108	2593	15627	2213	16639	9764	13352	10382	7653	9263
POLR2J		11175	7782	10657	8626	11079	8531	2845	1046	11867	6563
POLR3A		461	0	562	0	0	402	330	743	0	0
POLR3B		0	0	20	0	0	0	0	298	0	0
POLR3C		1399	573	530	0	0	882	468	773	282	327
POLR3D		698	0	849	0	1032	1342	725	975	479	0
